,lyrics
29,whats up lets slide all right all right and we gon get it on tonight you smoke i smoke i drink me too well good cuz we gon get high tonight got drops got coupes got trucks got jeeps all right cuz we gon take a ride tonight so ma whats up lets slide all right all right and we gon get it on tonight yo now i was downtown clubbin ladies night seen shorty she was crazy right and i approached baby like ma whats your age and type she looked at me and said yous a baby right i told her im 18 and live a crazy life plus ill tell you what the 80s like and i know what the ladies like need a man thats polite listens and takes advice i could be all three plus i could lay the pipe come wit me come stay the night she looked at me laughin like boy your game is tight im laughin back like sure ya right get in the car and dont touch nothing sit in the car lets discuss something either we lovin or ill see you tomorrow now we speeding up the westside hand creepin up her left side im ready to do it ready to bone ready for dome 55th exit damn damn already we home now lets get it on whats up lets slide all right all right and we gon get it on tonight you smoke i smoke i drink me too well good cuz we gon get high tonight got drops got coupes got trucks got jeeps all right cuz we gon take a ride tonight so ma whats up lets slide all right all right and we gon get it on tonight now that i got a girl my ex wanna holla and spit told me to acknowledge her quick she like cam stop frontin on that dave hollister tip come over lets swallow and sip im like momma thats it i promise you dick usually have a problem with chicks they all say im rotten and rich but not her boo bes real high heel dooby feel plus got them gucci nails on you a cutie still and this my down girl too aint no groupie deal we left the movies with uzies suzuki wheels to the jacuzzi i tell you my boo bes real i mean she do be winning loose spendin go to the crib she got the gucci linen i see boo be grinning she looked and said cam i know that you be sinning naw im a changed man look at the range man i got a whole new game plan looked and said thats nothing but game cam she was right she was up in the range man dropped her off at the l now im flippin the cell thats right i had to call up l yo l what up i hit what else plus dome say word and we got it on tonight whats up lets slide all right all right and we gon get it on tonight you smoke i smoke i drink me too well good cuz we gon get high tonight got drops got coupes got trucks got jeeps all right cuz we gon take a ride tonight so ma whats up lets slide all right all right and we gon get it on tonight
30,snooooooop snooooooop when the pimps in the crib ma drop it like its hot drop it like its hot drop it like its hot when the pigs try to get at ya park it like its hot park it like its hot park it like its hot and if a nigga get a attitude pop it like its hot pop it like its hot pop it like its hot ive got the rolly on my arm and im pouring chandon and i roll the best weed cause i got it going on im a nice dude with some nice dreams see these ice cubes see these ice creams eligible bachelor million dollar boat thats whiter than whats spilling down your throat the phantom exterior like fish eggs the interior like suicide wrist red i can exercise you this can be your phys ed cheat on your man ma thats how you get ahizzead killer wit the beat i know killers in the street wit the steel thatll make you feel like chinchilla in the heat so dont try to run up on my ear talking all that raspy shit trying to ask me shit when my niggaz fill ya vest they aint gon pass me shit you should think about it take a second matter fact you should take four b and think before you fuck wit lil skateboard p when the pimps in the crib ma drop it like its hot drop it like its hot drop it like its hot when the pigs try to get at ya park it like its hot park it like its hot park it like its hot and if a nigga get a attitude pop it like its hot pop it like its hot pop it like its hot ive got the rolly on my arm and im pouring chandon and i roll the best weed cause i got it going on im a gangsta but yall knew that da big bo dogg yeah i had to do that i keep a blue flag hanging out my backside but only on the left side yeah thats the crip side aint no other way to play the game the way i play i cut so much you thought i was a dj two one yep three s n double o p d o double g i cant fake it just break it and when i take it see i specialize in making all the girls get naked so bring your friends all of yall come inside we got a world premiere right here now get live so dont change the dizzle turn it up a little i got a living room full of fine dime brizzles waiting on the pizzle the dizzle and the shizzle gs to the bizzack now ladies here we gizzo when the pimps in the crib ma drop it like its hot drop it like its hot drop it like its hot when the pigs try to get at ya park it like its hot park it like its hot park it like its hot and if a nigga get a attitude pop it like its hot pop it like its hot pop it like its hot ive got the rolly on my arm and im pouring chandon and i roll the best weed cause i got it going on im a bad boy wit a lotta hos drive my own cars and wear my own clothes i hang out tough im a real bo big snoop dogg yeah hes so sharp on the tv screen and in the magazines if you play me close youre on a red beam oh you got a gun so you wanna pop back ak47 now nigga stop that c mid shoes now im on the move youre familys crying now you on the news they cant find you and now they miss you must i remind you im only here to twist you pistol whip you dip you then flip you then dance to this motherfucking music we crip to subscribe nigga get yo issue baby come close let me see how you get loose when the pimps in the crib ma drop it like its hot drop it like its hot drop it like its hot when the pigs try to get at ya park it like its hot park it like its hot park it like its hot and if a nigga get a attitude pop it like its hot pop it like its hot pop it like its hot ive got the rolly on my arm and im pouring chandon and i roll the best weed cause i got it going on snooooooop snooooooop
31,always there when you call always on time gave you my baby be mine always there when you call always on time gave you my baby baby im not always there when you call but im always on time and i gave you my all now baby be mine im not always there when you call but im always on time and i gave you my all now baby be mine cmon and get a piece of this late night lover you know the one that swing dick like no other i know i got a lot of things i need to explain but baby you know the name and love is about pain so stop the complaints and drop the order restraints our sex lifes a game so bat me down in the paint cause i cant wait no more cause its about a quarter past three and shorty is eyein me i got the bentley valeted and im just outside of jersey past the palisades and i love to see that ass in boots and shades hold down on the bed while im yankin your braids thug style you never thought id make you smile while im smackin your ass and fuckin you all wild but we share somethin so rare but who cares you care baby im not always there when you call but im always on time and i gave you my all now baby be mine im not always there when you call but im always on time and i gave you my all now baby be mine girl get a grip cmon pull it together its only a sunshower we been through worse weather like the stormy nights you wrote a dear ja letter and took my benz and keyed and cut the leather bitch you know better we live m o b money over bitches murder i n c i got two or three hoes for every v and i keep em drugged up off that ecstasy im a playground legend like kirkland pee wee name a nigga in the league got more game than me i play hard theres so many women i fathered meet em with scars and send em home hot and bothered truth or dare this life aint apparently fair and a love with no glare is a crystal stare but we share somethin so rare but who cares you care baby im not always there when you call but im always on time and i gave you my all now baby be mine im not always there when you call but im always on time and i gave you my all now baby be mine oh im feelin like ya livin a double life cause you dont be comin home sometimes baby but youre always on time checkin for one time you and i got a special bond together we go back like bombers boo in the coldest weather and when i play you play the same way you freak me baby i fuck you crazy then im gone baby dont really want me to get up and leave off that easy shell be wakin up wet for sheezy remind these bitches to mind they business believe me this pimp game is very religious and im built like the don bishop gon keep this money green benz and my hoes as my witness the life we share is a thug affair but who cares you care baby im not always there when you call but im always on time and i gave you my all now baby be mine im not always there when you call but im always on time and i gave you my all now baby be mine always there when you call always on time gave you my baby be mine always there when you call always on time gave you my baby be mine
32, i wanna get to know ya i really wanna fuck you baby one dose of your loving i know it gon drive me crazy i wanna be your lover i wanna get to know you baby one dose of my loving i know it gon drive you crazy im loving how you look in my eyes swanging them hips when you pass im visualizing my name tattooed on that ass baby jump on this harley lets go smoke some of that bob marley sip some bacardi then go pull up at the after party i think we make a perfect couple but you think im trouble maybe thats the reason you gave me the wrong number she got me feeling like maybe she the wrong woman think ima be chasing a chickenhead youre on something your toes painted hair fixed all the time and your gucci boots the same color as mine if you read between the lines you can see that i want you i betcha ill have you doing what you said that you wont do make a decision shorty good things dont last long your girlfriend keeps showing me that thong before i head home ima stop at your house and blow the horn if you come outside you know its on holla at your boy i wanna get to know ya i really wanna fuck you baby one dose of your loving i know it gon drive me crazy i wanna be your lover i wanna get to know you baby one dose of my loving i know it gon drive you crazy lately shes been frustrated with the baller wonder why i dont call her maybe because im busy and she need someone to spoil her it gets annoying from time to time i gotta ignore her in order to let her know that we friends and nutting more she loves it when im in town hate it when im not around i get her and wear her down next door neighbors hear the sound pictures hitting the ground just enough to hold us down im sticking and moving cruising after the third round just lay back baby and let me drive you crazy i can make a forty year old feel like a young lady i admit i fell in love with her frame and to make her feel special i let her call my by my government name her panties wet over fame fell in love with my chain i wonder if i wasnt an entertainer would she remain surrounding me hounding me trying to be my on ly im not your boyfriend im your ho mie i wanna get to know ya i really wanna fuck you baby one dose of your loving i know it gon drive me crazy i wanna be your lover i wanna get to know you baby one dose of my loving i know it gon drive you crazy yeah dont know what fuck me up more watching her lick her lips or watching her walk she hypnotized me with her hips man i sweet talk her if she like cause all she really want is a nigga to treat her right right look im legit now i used to break laws now you can reap the benefits of world tours big house big benz girl its yours mink coats italian shoes stones with no flaws you aint got to look like a model for me to adore you all you gotta do is love me and be loyal dont indulge in my past fuck what happened before you cause it means somebodys gon hate you that never saw you come here let me touch on you i let you touch on me put my tongue on you you put your tongue on me let me ride on you and you can ride on we can do it all tonight we can have a ball tonight i wanna get to know ya i really wanna fuck you baby one dose of your loving i know it gon drive me crazy i wanna be your lover i wanna get to know you baby one dose of my loving i know it gon drive you crazy i wanna get to know ya i really wanna fuck you baby one dose of your loving i know it gon drive me crazy i wanna be your lover i wanna get to know you baby one dose of my loving i know it gon drive you crazy i wanna understand you baby i wanna be your lover i wanna understand you baby 
33,da da da da da daaa daaa all the hoes with the shorts in ya ass and ya got blue beads fallin out yo glass ol man dont want you in the club when ya pussy pop you starting fights in the club when you come through in a rental car bitches all in ya mouth and know you a star and you come with 4 or 5 hoes down to fight anything straight out the door they say you acting kinda funny i heard you boppin for that money you say you looking for a baller girl come here and let me spoil ya im so glad i got my own i aint worried bout joeshephine my lifes a natural high cmon and bunny hop with me im so glad i got my own i aint worried bout joesphine my lifes a natural high cmon and bunny hop with me you gotta make sure both hands on the floor then you wobble wobble pop ya ass on the floor then you bounce it and ya pick it back up now you can tell that i wanna fuck then you look and you say not now but after while my boys goin down now your nipples and your tittys start to sweat girl i know ya fire pussy starting to get wet they say you acting kinda funny i heard you boppin for that money you say you lookin for a baller girl come here and let me spoil ya im so glad i got my own i aint worried bout joeshephine my lifes a natural high cmon and bunny hop with me im so glad i got my own i aint worried bout joesphine my lifes a natural high cmon and bunny hop with me do the bunny hop wantcha drop it for lil daddy you already in the club so you betta shake ya ass dont pass on the song jus hobble on da floor show them hoes you a star when ya wobble on da floor when you wobble on da floor now get ya shine on dont worry bout the next bitch get yo grind on cause im getting mine on i aint worried bout you if ya like to party hard then i like to party too bunny hop wit ah cmon cmon ah bunny hop wit it ah cmon cmon ah bunny hop wit it ah cmon cmon ah bunny hop wit it ah cmon cmon bunny hop wit it ah cmon cmon let me see ya bunny hop wit ah cmon cmon bunny hop wit ah cmon cmon bunny hop wit it ah cmon cmon let me see ya shake it wobble ahcmon cmon ah bunny hop wit it ah bunny hop wit wit it wit it
34, where they at where they at where they at where they at where they at where they at where they at where they at come on now if you wanna go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you wanna go and get high with me smoke a l in the back of the benz e oh why must i feel this way in the club on the late night feeling right looking trying to spot something real nice looking for a little shorty i noticed so that i can take home with an attitude or 19 kinda snotty acting real rude but as long as you a thicy thicy thic girl you know that its on i peep something coming towards me on the dance floor sexy and real slow saying she was peeping and i dig the last video so when nelly can we go how could i tell her no her measurements was 36 25 34 tell it i like the way you brush your hair and i like those stylish clothes you wear i like the way the light hit the ice and glare and i can see you boo from way over there if you wanna go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you wanna go and get high with me smoke a l in the back of the benz e oh why must i feel this way face and body frontenac dont know how to act without no vouchers on her boots shes bringing nothing back you should feel the impact shop on plastic when the skys the limit and them haters cant get past that watch me as i gas that 4 dot 6 range watch the candy paint change every time i switch lanes it feel strange now making a living off my brain instead of caine now i got the title from my momma put the whip in my own name now damn shit done changed now running credit checks with no shame now i feel the fame now shit im the mayne now in and out my own town im getting pages out of new jersey from courtney b telling me about a party up in nyc and can i make it damn right i be on the next flight paying cash first class sitting next to vanna white cmon if you want to go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you want to go and get high with me smoke a l in the back of the benz e oh why must i feel this way if you want to go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you want to go and get high with me smoke a l in the back of the benz e oh why must i feel this way check check yo i know something you dont know and ive got something to tell ya you won t believe how many people straight doubted the flow most said that i was a failure but now the same motherfuckers asking me for dough and im yelling i cant help ya but nelly can we get tickets to the next show hell no you for real hey yo now that im a fly guy and i fly high niggas want to know why why i fly by but yo its all good range rover all wood do me like you should fuck me good suck me good we be them stud niggas wishing you was niggas popping like we drug dealers sipping chrissy bubb macking honey in the club me in the benz icy grip telling me to leave with you and your friends so if shorty wanna knock we knocking to this and if shorty wanna rock we rocking to this and if shorty wanna pop we popping the crist shorty wanna see the ice then i ice the wrist city talk nelly listen nelly talk city listen when i fuck fly bitches when i walk pay attention see the ice and the glist niggas staring or they diss honies looking all they wish come on boo gimme kiss cmon if you want to go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you want to go and get high with me smoke a l in the back of the benz e oh why must i feel this way if you want to go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you want to go and get high with me smoke a l in the back of the benz e oh why must i feel this way hey must be the money hey must be the money hey must be the money must be the money if you want to go and take a ride with me we 3 wheeling in the fo with the gold ds oh why do i live this way if you want to go and get high with me smoke a l in the back of the benz e oh why must i feel this way 
35, rollout rollout rollout rollout rollout rollout rollout rollout cocked back with the top back cocked back with the top back you cant stop that now whered you get that platinum chain with them diamonds in it whered you get that matchin benz with them windows tinted who them girls you be with when you be ridin through man i aint got nothin to prove i paid my dues breakin the rules i shake fools while im takin a cruise tell me whos your weed man and how do you smoke so good yous a superstar boy why you still up in the hood what in the world is in that bag what you got in that bag a couple of cans of whoop ass you did a good ass job of just eyein me spyin me cocked back with the top back cocked back with the top back you cant stop that man that car dont come out until next year where in the fuck did you get it thats eighty thousand bucks gone where in the fuck did you spend it you must have eyes on your back cause you got money to the ceilin and the bigger the cap the bigger the peelin the better im feelin the more that im chillin winnin drillin and killin the feelin now whos that bucked naked cook fixin three course meals gettin goosebumps when her body taps the six inch heels what in the world is in that room what you got in that room a couple of gats a couple of knives a couple of raps a couple of wives now its time to choose cocked back with the top back cocked back with the top back you cant stop that are you custom made custom paid or you just custom fitted playstation 2 up in the ride is that lorenzo kitted is that your wife your girlfriend or just your main bitch you take a pick while im rubbin the hips touchin lips to the top of the dick and then whew now tell me whos your housekeeper and what you keep in your house what about diamonds and gold is that what you keep in your mouth what in the world is in that case what you got in that case get up out my face you couldnt relate wait to take place at a similar pace so shake shake it cocked back with the top back cocked back with the top back you cant stop that get out my business my business stay the fuck up out my business ah cause these niggas all up in my shit and its my business my business stay the fuck up out my business cause its mine oh mine my business my business stay the fuck up out my business cause these niggas all up in my shit and its my business my business stay the fuck up out my business cause its mine oh mine ah ah timbaland ludacris disturbing tha peace come here go to sleep go to sleep go to sleep go to sleep 
36, owwwwww yeah my niggas ahah throw your hands in the air right now man feel this shit right here scott storch nigga yeah khaled i see you nigga show big pun love uh yeah uh yo i dont give a fuck about your faults or mishappens nigga we from the bronx new york shit happens kids clappin love to spark the place half the niggas in the squad got a scar on their face its a cold world and this is ice half a mil for the charm nigga this is life got the phantom in front of the building trinity ave ten years been legit they still figure me bad as a youngin was too much to cope with why you think muhfuckers nicknamed me cook coke shit shouldve been called armed robbery extortion or maybe grand larceny i did it all i put the pieces to the puzzle just as long i knew me and my peoples was gon bubble came out the gate on some flo jo shit fat nigga with the shotty was the logo kid i said my niggas dont dance we just pull up our pants and do the rockaway now lean back lean back lean back lean back i said my niggas dont dance we just pull up our pants and do the rockaway now lean back lean back lean back lean back r to the ezzy m to the yzzy my arms stay breezy the don stay flizzy got a date at 8 im in the 7 4 fizzive and i just bought a bike so i can ride til i die with a matchin jacket bout to cop me a mansion my niggas in the club but you know they not dancin we gangsta and gangstas dont dance we boogie so never mind how we got in here with burners and hoodies listen we dont pay admission and the bouncers dont check us and we walk around the metal detectors and there really aint a need for a v i p section in the middle of the dance floor reckless check it said he liked my necklace started relaxin now thats what the fuck i call a chain reaction see money aint a thang nigga we still the same niggas flows just changed now we bout to change the game nigga i said my niggas dont dance we just pull up our pants and do the rockaway now lean back lean back lean back lean back i said my niggas dont dance we just pull up our pants and do the rockaway now lean back lean back lean back lean back now we living better now coogi sweater now and that g4 can fly through any weather now see niggas get tight when you worth some millions this is why i sport the chinchilla to hurt they feelings you can find joe crack at all type of shit out in vegas front row to all the fights and shit if 5 0 boy come then theyd proudly squeal cause half these rappers they blow like derek foreal if you cross the line damn right im gon hurt you these faggot niggas even made gang signs commercial even lil bow wow throwin it up b2k crip walkin like thats whats up kay keep tellin me to speak about the rucker matter of fact i dont wanna speak about the rucker not even pee wee kirkland could imagine this my niggas didnt have to play to win the championship i said my niggas dont dance we just pull up our pants and do the rockaway now lean back lean back lean back lean back i said my niggas dont dance we just pull up our pants and do the rockaway now lean back lean back lean back lean back 
37, out in the street they call it murder welcome to jamrock camp where the thugs dem camp at two pound ah weed inna van back it inna ya hand bag ya knapsack it inna ya backpack the smell ah give your girlfriend contact some boy nuh know dis dem only come around like tourist on the beach with a few club sodas bedtime stories and pose like dem name chuck norris and dont know the real hardcore cause sandals ah nuh back to di thugs dem will do whe dem got to and wont think twice to shot you dont make dem spot you unless you carry guns a lot too a bare tuff ting come at you when trenchtown man stop laff an lock arrf traffic then dem wheel and pop off and dem start clap it with the pin file down an it ah beat rapid police coming inna jeep and dem cyaan stop it some say dem ah playboy ah playboy rabbit get dropped like a bad habit so nuh bodah pose tuff if you dont have it rastafari stands alone welcome to jamrock welcome to jamrock out in the street they call it murder welcome to jam down poor people ah dead at random political violence cyaan done pure ghost and phantom the youth dem get blind by stardom now the kings of kings ah call old man to pickney so wave unuh hand if you with me to see this sufferation sick me dem suit no fit me to win election dem trick we then dem dont do no ting at all cmon lets face it a ghetto educations basic and most ah de youths dem waste it and when dem waste it thats when dem take the guns replace it then dem dont stand a chance at all and thats why ah nuff likkle youth have up some fat matic with di extra magazine inna dem back pocket and ah bleach a night time inna some black jacket all who nah lock glocks ah dem a lock rocket they will full you up ah current like ah short circuit dem a run ah road back which part the cops block it and from now till a mornin nuh stop clock it if dem run outta rounds ah bruck back ratchet welcome to jamrock welcome to jamrock welcome to jamrock hey welcome to jamrock out in the street they call it murder jamaica jamaica jamaica jamaica now jamaica jamaica yo jamaica jamaica welcome to jamrock welcome to jamrock welcome to jamrock welcome to jamrock welcome to jamrock
38,i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p now shorty she in the club she dancin for dollars she got a thing for that gucci that fendi that prada that bcbg burberry dolce and gabana she feed them foolish fantasies they pay her cause they wanna i spit a little g man and my game got her a hour later have that ass up in the ramada them trick niggas in her ear sayin they think about her i got the bitch by the bar tryin to get a drink up out her she like my style she like my smile she like the way i talk she from the country think she like me cause im from new york i aint that nigga tryin to holla cause i want some head im that nigga tryin to holla cause i want some bread i could care less how she perform when she in the bed bitch hit that track catch a date and come and pay the kid look baby this is simple you cant see you fuckin with me you fuckin with a p i m p i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p im bout my money you see girl you can holla at me if you fuckin with me im a p i m p not what you see on tv no cadillac no greasy head full of hair bitch im a p i m p come get money with me if you curious to see how it feels to be with a p i m p roll in the benz with me you could watch tv from the backseat of my v im a p i m p girl we could pop some champagne and we could have a ball we could toast to the good life girl we could have it all we could really splurge girl and tear up the mall if ever you needed someone im the one you should call ill be there to pick you up if ever you should fall if you got problems i can solve em they big or they small that other nigga you be with aint bout shit im your friend your father and confidant bitch i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p i told you fools before i stay with the tools i keep a benz some rims and some jewels i holla at a hoe till i got a bitch confused she got on payless me i got on gator shoes im shoppin for chinchillas in the summer they cheaper man this hoe you can have her when im done i aint gonna keep her man bitches come and go every nigga pimpin know you sayin its secret but you aint gotta keep it on the low bitch choose with me ill have you strippin in the street put my other hoes down you get your ass beat now nik my bottom bitch she always come up with my bread the last nigga she was with put stitches in her head get your hoe out of pocket ill put a charge on a bitch cause i need 4 tvs and amgs for the six hoe make a pimp rich i aint payin bitch catch a date suck a dick shit trick i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p i dont know what you heard about me but a bitch cant get a dollar out of me no cadillac no perms you cant see that im a motherfuckin p i m p yeah in hollywoood they say theres no bness like show bness in the hood they say theres no bness like hoe bness you know they say i talk a lil fast but if you listen a lil faster i aint gotta slow down for you to catch up bitch ha ha ha yeah
39, hey dirty look at that girl right thurr she make me say ooh ooh yeah ooh ooh hey what you wanna do swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr your momma a quarter piece she far from a dime im thinking about snatching her up dirty making her mine look at her hips i like it when i touch it cause she moan a lil bit jeans sagging so i can see her thong a lil bit i know you grown a little bit 20 years old you legal dont trip off my people just hop in the regal i swooped on her like an eagle swooping down on its prey i know you popular but you gonna be famous today swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr i like the way you do that right thurr swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr she be shopping in frontenac just look at her front and back man she so stacked and she know that i want that her man hes so wack girl can i taste yo cat gave her 300 to strip like buying a throwback she stay in the club like to be seen she got it honest in real life girl remind me of pocahontas she be at events cuss out the press when she pass all the high rolling cats wanna pay for that ass aint no half stepping she strapped with a nice weapon trick its against the law for her to move them hips if you ever seen her dirty your mouth gonna drop worldwide fools probably tell you this off tops swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr i like the way you do that right thurr swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr i like the way she doin that ooh plus i like it when she bring it back gimme what you got for a pork chop she threw it at me like i was a short stop working in a fatty girl hugga top then she back it up on me and let it drop make it hop boing like a bunny girl can i touch you where its sunny or a purse and make you give her some money she should pose for sports illustrated its like a picture perfect site when she pass all the other girls hate it swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr i like the way you do that right thurr swing your hips when youre walking let down your hurr lick your lips when youre talking that make me sturr i like that i like that ooh ooh ooh ooh do what you do i like that i like that ooh ooh ooh ooh do what you do
